URN,LA,Estab,SCHOOLTYPE,NOR,NORG,NORB,PNORG,PNORB,TSENELSE,PSENELSE,TSENELK,PSENELK,NUMEAL,NUMENGFL,NUMUNCFL,PNUMEAL,PNUMENGFL,PNUMUNCFL,NUMFSM,NUMFSMEVER,NORFSMEVER,PNUMFSMEVER
100279,204,4310,State-funded secondary,1708,761,947,44.6%,55.4%,73,4.3%,283,16.6%,405,1302,1,23.7%,76.2%,0.1%,479,471,1266,37.2%
100282,204,4641,State-funded secondary,576,555,21,96.4%,3.6%,6,1.0%,39,6.8%,309,267,0,53.6%,46.4%,0.0%,258,246,468,52.6%
100284,204,4697,State-funded secondary,893,362,531,40.5%,59.5%,35,3.9%,225,25.2%,335,558,0,37.5%,62.5%,0.0%,607,546,768,71.1%
100285,204,4714,State-funded secondary,1101,524,577,47.6%,52.4%,26,2.4%,184,16.7%,530,571,0,48.1%,51.9%,0.0%,557,503,876,57.4%
100287,204,6072,Independent school,196,0,196,0.0%,100.0%,4,2.0%,39,19.9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100289,204,6233,Independent school,887,0,887,0.0%,100.0%,12,1.4%,81,9.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100291,204,6242,Independent school,721,721,0,100.0%,0.0%,8,1.1%,54,7.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100293,204,6296,Independent school,1211,1199,12,99.0%,1.0%,31,2.6%,87,7.2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100294,204,6331,Independent school,642,0,642,0.0%,100.0%,25,3.9%,45,7.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100295,204,6337,Independent school,561,549,12,97.9%,2.1%,25,4.5%,91,16.2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100296,204,6377,Independent school,245,0,245,0.0%,100.0%,12,4.9%,46,18.8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100298,204,6385,Independent school,233,0,233,0.0%,100.0%,15,6.4%,45,19.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100299,204,6387,Independent school,154,0,154,0.0%,100.0%,5,3.2%,26,16.9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100300,204,6388,Independent school,172,172,0,100.0%,0.0%,0,0.0%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100303,211,6385,Independent school,166,90,76,54.2%,45.8%,4,2.4%,24,14.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100307,204,7097,State-funded special school,139,37,102,26.6%,73.4%,139,100.0%,0,0.0%,11,128,0,7.9%,92.1%,0.0%,85,78,119,65.5%
100311,204,7161,State-funded special school,182,32,150,17.6%,82.4%,180,98.9%,2,1.1%,81,101,0,44.5%,55.5%,0.0%,109,108,165,65.5%
100312,204,7171,State-funded special school,156,50,106,32.1%,67.9%,156,100.0%,0,0.0%,84,72,0,53.8%,46.2%,0.0%,97,82,127,64.6%
100315,205,1034,State-funded nursery,128,62,66,48.4%,51.6%,2,1.6%,33,25.8%,47,81,0,36.7%,63.3%,0.0%,29,0,0,0.0%
100316,205,1039,State-funded nursery,86,49,37,57.0%,43.0%,3,3.5%,13,15.1%,37,49,0,43.0%,57.0%,0.0%,12,0,0,0.0%
100317,205,1056,State-funded nursery,52,30,22,57.7%,42.3%,0,0.0%,7,13.5%,42,10,0,80.8%,19.2%,0.0%,8,0,0,0.0%
100318,205,1059,State-funded nursery,67,27,40,40.3%,59.7%,0,0.0%,17,25.4%,38,29,0,56.7%,43.3%,0.0%,19,0,0,0.0%
100321,205,2002,State-funded primary,252,124,128,49.2%,50.8%,4,1.6%,17,6.7%,161,91,0,63.9%,36.1%,0.0%,90,94,227,41.4%
100322,205,2026,State-funded primary,195,87,108,44.6%,55.4%,11,5.6%,24,12.3%,110,85,0,56.4%,43.6%,0.0%,75,75,177,42.4%
100324,205,2061,State-funded primary,366,169,197,46.2%,53.8%,14,3.8%,39,10.7%,192,174,0,52.5%,47.5%,0.0%,142,149,342,43.6%
100326,205,2134,State-funded primary,217,118,99,54.4%,45.6%,24,11.1%,34,15.7%,97,120,0,44.7%,55.3%,0.0%,99,98,202,48.5%
100328,205,2223,State-funded primary,186,92,94,49.5%,50.5%,5,2.7%,33,17.7%,125,61,0,67.2%,32.8%,0.0%,80,82,161,50.9%
100331,205,2350,State-funded primary,186,86,100,46.2%,53.8%,4,2.2%,24,12.9%,94,91,1,50.5%,48.9%,0.5%,74,69,169,40.8%
100334,205,2408,State-funded primary,172,76,96,44.2%,55.8%,9,5.2%,16,9.3%,112,60,0,65.1%,34.9%,0.0%,80,83,172,48.3%
100335,205,2444,State-funded primary,237,121,116,51.1%,48.9%,13,5.5%,54,22.8%,101,136,0,42.6%,57.4%,0.0%,78,81,187,43.3%
100338,205,2555,State-funded primary,243,121,122,49.8%,50.2%,7,2.9%,46,18.9%,88,155,0,36.2%,63.8%,0.0%,134,130,222,58.6%
100340,205,2632,State-funded primary,363,195,168,53.7%,46.3%,11,3.0%,44,12.1%,236,125,2,65.0%,34.4%,0.6%,83,84,319,26.3%
100341,205,2660,State-funded primary,340,174,166,51.2%,48.8%,13,3.8%,122,35.9%,218,122,0,64.1%,35.9%,0.0%,183,185,315,58.7%
100344,205,3300,State-funded primary,200,107,93,53.5%,46.5%,3,1.5%,30,15.0%,76,124,0,38.0%,62.0%,0.0%,16,20,185,10.8%
100345,205,3354,State-funded primary,596,305,291,51.2%,48.8%,26,4.4%,53,8.9%,288,308,0,48.3%,51.7%,0.0%,79,81,566,14.3%
100346,205,3368,State-funded primary,207,110,97,53.1%,46.9%,5,2.4%,24,11.6%,64,143,0,30.9%,69.1%,0.0%,26,31,207,15.0%
100347,205,3378,State-funded primary,203,103,100,50.7%,49.3%,10,4.9%,18,8.9%,85,118,0,41.9%,58.1%,0.0%,43,45,203,22.2%
100349,205,3463,State-funded primary,352,191,161,54.3%,45.7%,13,3.7%,41,11.6%,51,301,0,14.5%,85.5%,0.0%,75,82,326,25.2%
100350,205,3529,State-funded primary,164,79,85,48.2%,51.8%,13,7.9%,15,9.1%,59,100,5,36.0%,61.0%,3.0%,84,82,151,54.3%
100351,205,3566,State-funded primary,192,92,100,47.9%,52.1%,10,5.2%,57,29.7%,83,109,0,43.2%,56.8%,0.0%,61,63,176,35.8%
100352,205,3578,State-funded primary,205,115,90,56.1%,43.9%,7,3.4%,24,11.7%,63,142,0,30.7%,69.3%,0.0%,24,25,205,12.2%
100353,205,3600,State-funded primary,439,239,200,54.4%,45.6%,11,2.5%,31,7.1%,172,267,0,39.2%,60.8%,0.0%,52,55,414,13.3%
100354,205,3602,State-funded primary,221,130,91,58.8%,41.2%,5,2.3%,24,10.9%,113,107,1,51.1%,48.4%,0.5%,33,32,202,15.8%
100355,205,3645,State-funded primary,345,178,167,51.6%,48.4%,14,4.1%,45,13.0%,140,204,1,40.6%,59.1%,0.3%,107,124,325,38.2%
100357,205,3648,State-funded primary,139,72,67,51.8%,48.2%,5,3.6%,19,13.7%,53,86,0,38.1%,61.9%,0.0%,53,52,130,40.0%
100366,205,6011,Independent school,799,799,0,100.0%,0.0%,1,0.1%,53,6.6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100368,205,6216,Independent school,319,319,0,100.0%,0.0%,0,0.0%,27,8.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100369,205,6291,Independent school,812,812,0,100.0%,0.0%,0,0.0%,106,13.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100370,205,6306,Independent school,1439,720,719,50.0%,50.0%,7,0.5%,347,24.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100371,205,6359,Independent school,252,131,121,52.0%,48.0%,0,0.0%,24,9.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100372,205,6382,Independent school,83,38,45,45.8%,54.2%,0,0.0%,4,4.8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100373,205,6384,Independent school,416,211,205,50.7%,49.3%,0,0.0%,21,5.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100375,205,6386,Independent school,119,48,71,40.3%,59.7%,0,0.0%,5,4.2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100379,205,7153,State-funded special school,113,46,67,40.7%,59.3%,113,100.0%,0,0.0%,17,94,2,15.0%,83.2%,1.8%,64,68,113,60.2%
100381,205,7203,State-funded special school,70,30,40,42.9%,57.1%,70,100.0%,0,0.0%,42,28,0,60.0%,40.0%,0.0%,44,37,58,63.8%
100382,205,7204,State-funded special school,138,22,116,15.9%,84.1%,138,100.0%,0,0.0%,31,107,0,22.5%,77.5%,0.0%,84,110,138,79.7%
100384,206,1009,State-funded nursery,89,41,48,46.1%,53.9%,0,0.0%,21,23.6%,49,40,0,55.1%,44.9%,0.0%,24,0,0,0.0%
100385,206,1033,State-funded nursery,93,50,43,53.8%,46.2%,0,0.0%,15,16.1%,35,58,0,37.6%,62.4%,0.0%,18,0,0,0.0%
100386,206,1047,State-funded nursery,110,58,52,52.7%,47.3%,0,0.0%,0,0.0%,27,82,1,24.5%,74.5%,0.9%,20,0,0,0.0%
100388,206,1101,State-funded AP school,16,1,15,6.3%,93.8%,8,50.0%,8,50.0%,3,13,0,18.8%,81.3%,0.0%,13,14,16,87.5%
100391,206,1104,State-funded AP school,42,13,29,31.0%,69.0%,8,19.0%,34,81.0%,0,42,0,0.0%,100.0%,0.0%,28,35,42,83.3%
100397,206,2015,State-funded primary,505,266,239,52.7%,47.3%,15,3.0%,70,13.9%,198,307,0,39.2%,60.8%,0.0%,122,131,414,31.6%
100401,206,2128,State-funded primary,143,65,78,45.5%,54.5%,17,11.9%,17,11.9%,68,75,0,47.6%,52.4%,0.0%,63,64,134,47.8%
100402,206,2166,State-funded primary,282,124,158,44.0%,56.0%,12,4.3%,24,8.5%,95,187,0,33.7%,66.3%,0.0%,76,75,260,28.8%
100403,206,2170,State-funded primary,389,193,196,49.6%,50.4%,19,4.9%,43,11.1%,266,123,0,68.4%,31.6%,0.0%,210,220,340,64.7%
100405,206,2251,State-funded primary,225,118,107,52.4%,47.6%,8,3.6%,37,16.4%,87,138,0,38.7%,61.3%,0.0%,43,39,207,18.8%
100406,206,2261,State-funded primary,421,210,211,49.9%,50.1%,15,3.6%,161,38.2%,224,197,0,53.2%,46.8%,0.0%,177,167,389,42.9%
100407,206,2279,State-funded primary,302,136,166,45.0%,55.0%,5,1.7%,41,13.6%,89,213,0,29.5%,70.5%,0.0%,108,111,276,40.2%
100408,206,2282,State-funded primary,369,195,174,52.8%,47.2%,11,3.0%,62,16.8%,119,250,0,32.2%,67.8%,0.0%,188,159,273,58.2%
100411,206,2379,State-funded primary,321,156,165,48.6%,51.4%,70,21.8%,73,22.7%,112,209,0,34.9%,65.1%,0.0%,149,159,294,54.1%
100415,206,2429,State-funded primary,428,214,214,50.0%,50.0%,21,4.9%,86,20.1%,210,218,0,49.1%,50.9%,0.0%,198,185,332,55.7%
100418,206,2455,State-funded primary,331,173,158,52.3%,47.7%,9,2.7%,52,15.7%,220,111,0,66.5%,33.5%,0.0%,169,169,283,59.7%
100422,206,2515,State-funded primary,231,102,129,44.2%,55.8%,15,6.5%,57,24.7%,106,125,0,45.9%,54.1%,0.0%,82,87,183,47.5%
100425,206,2596,State-funded primary,457,250,207,54.7%,45.3%,20,4.4%,63,13.8%,149,302,6,32.6%,66.1%,1.3%,178,182,409,44.5%
100426,206,2624,State-funded primary,151,68,83,45.0%,55.0%,5,3.3%,18,11.9%,57,94,0,37.7%,62.3%,0.0%,78,78,137,56.9%
100428,206,2646,State-funded primary,234,118,116,50.4%,49.6%,6,2.6%,38,16.2%,137,97,0,58.5%,41.5%,0.0%,137,119,189,63.0%
100429,206,2666,State-funded primary,453,223,230,49.2%,50.8%,12,2.6%,48,10.6%,102,350,1,22.5%,77.3%,0.2%,67,62,414,15.0%
100430,206,2803,State-funded primary,435,197,238,45.3%,54.7%,21,4.8%,46,10.6%,104,331,0,23.9%,76.1%,0.0%,176,173,388,44.6%
100431,206,2805,State-funded primary,250,119,131,47.6%,52.4%,10,4.0%,55,22.0%,134,116,0,53.6%,46.4%,0.0%,102,105,208,50.5%
100432,206,2809,State-funded primary,403,184,219,45.7%,54.3%,24,6.0%,38,9.4%,124,279,0,30.8%,69.2%,0.0%,147,157,378,41.5%
100434,206,2850,State-funded primary,324,137,187,42.3%,57.7%,21,6.5%,58,17.9%,73,251,0,22.5%,77.5%,0.0%,119,123,246,50.0%
100437,206,3384,State-funded primary,440,195,245,44.3%,55.7%,17,3.9%,42,9.5%,224,216,0,50.9%,49.1%,0.0%,208,198,391,50.6%
100438,206,3456,State-funded primary,250,126,124,50.4%,49.6%,14,5.6%,68,27.2%,132,118,0,52.8%,47.2%,0.0%,152,147,229,64.2%
100439,206,3465,State-funded primary,219,105,114,47.9%,52.1%,8,3.7%,48,21.9%,72,147,0,32.9%,67.1%,0.0%,104,94,183,51.4%
100440,206,3471,State-funded primary,196,92,104,46.9%,53.1%,7,3.6%,38,19.4%,45,150,1,23.0%,76.5%,0.5%,54,64,196,32.7%
100441,206,3483,State-funded primary,417,197,220,47.2%,52.8%,5,1.2%,32,7.7%,120,297,0,28.8%,71.2%,0.0%,115,117,375,31.2%
100442,206,3488,State-funded primary,132,60,72,45.5%,54.5%,12,9.1%,14,10.6%,22,108,2,16.7%,81.8%,1.5%,61,62,132,47.0%
100443,206,3495,State-funded primary,227,119,108,52.4%,47.6%,9,4.0%,35,15.4%,97,130,0,42.7%,57.3%,0.0%,99,101,203,49.8%
100444,206,3501,State-funded primary,224,118,106,52.7%,47.3%,17,7.6%,74,33.0%,63,161,0,28.1%,71.9%,0.0%,115,107,194,55.2%
100446,206,3527,State-funded primary,156,84,72,53.8%,46.2%,1,0.6%,26,16.7%,58,98,0,37.2%,62.8%,0.0%,75,100,156,64.1%
100447,206,3575,State-funded primary,213,113,100,53.1%,46.9%,5,2.3%,42,19.7%,84,129,0,39.4%,60.6%,0.0%,104,105,189,55.6%
100448,206,3606,State-funded primary,181,85,96,47.0%,53.0%,7,3.9%,29,16.0%,53,128,0,29.3%,70.7%,0.0%,98,99,181,54.7%
100449,206,3631,State-funded primary,424,218,206,51.4%,48.6%,18,4.2%,67,15.8%,188,236,0,44.3%,55.7%,0.0%,113,109,392,27.8%
100450,206,3633,State-funded primary,251,122,129,48.6%,51.4%,8,3.2%,51,20.3%,116,135,0,46.2%,53.8%,0.0%,144,142,231,61.5%
100451,206,3643,State-funded primary,100,44,56,44.0%,56.0%,2,2.0%,32,32.0%,35,65,0,35.0%,65.0%,0.0%,62,61,93,65.6%
100453,206,4112,State-funded secondary,381,168,213,44.1%,55.9%,34,8.9%,67,17.6%,124,257,0,32.5%,67.5%,0.0%,262,283,381,74.3%
100455,206,4307,State-funded secondary,767,767,0,100.0%,0.0%,12,1.6%,126,16.4%,424,343,0,55.3%,44.7%,0.0%,374,361,675,53.5%
100457,206,4324,State-funded secondary,884,884,0,100.0%,0.0%,28,3.2%,155,17.5%,486,378,20,55.0%,42.8%,2.3%,429,495,884,56.0%
100458,206,4614,State-funded secondary,1106,55,1051,5.0%,95.0%,38,3.4%,202,18.3%,311,795,0,28.1%,71.9%,0.0%,413,401,871,46.0%
100459,206,4651,State-funded secondary,515,0,515,0.0%,100.0%,16,3.1%,51,9.9%,320,173,22,62.1%,33.6%,4.3%,223,202,406,49.8%
100462,206,6299,Independent school,60,15,45,25.0%,75.0%,0,0.0%,9,15.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100463,201,6354,Independent school,253,119,134,47.0%,53.0%,0,0.0%,24,9.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100467,206,7030,State-funded special school,84,38,46,45.2%,54.8%,84,100.0%,0,0.0%,42,42,0,50.0%,50.0%,0.0%,40,31,60,51.7%
100469,206,7146,State-funded special school,139,48,91,34.5%,65.5%,138,99.3%,1,0.7%,38,101,0,27.3%,72.7%,0.0%,95,78,106,73.6%
100472,207,1010,State-funded nursery,43,25,18,58.1%,41.9%,2,4.7%,15,34.9%,13,30,0,30.2%,69.8%,0.0%,21,0,0,0.0%
100473,207,1021,State-funded nursery,47,27,20,57.4%,42.6%,0,0.0%,20,42.6%,31,16,0,66.0%,34.0%,0.0%,17,0,1,0.0%
100474,207,1053,State-funded nursery,66,35,31,53.0%,47.0%,2,3.0%,15,22.7%,42,24,0,63.6%,36.4%,0.0%,5,0,0,0.0%
100475,207,1054,State-funded nursery,45,18,27,40.0%,60.0%,2,4.4%,11,24.4%,19,26,0,42.2%,57.8%,0.0%,23,0,0,0.0%
100477,207,2021,State-funded primary,181,87,94,48.1%,51.9%,10,5.5%,30,16.6%,138,43,0,76.2%,23.8%,0.0%,108,102,165,61.8%
100478,207,2030,State-funded primary,356,154,202,43.3%,56.7%,27,7.6%,74,20.8%,116,240,0,32.6%,67.4%,0.0%,194,186,332,56.0%
100479,207,2050,State-funded primary,324,153,171,47.2%,52.8%,14,4.3%,31,9.6%,193,130,1,59.6%,40.1%,0.3%,108,106,300,35.3%
100480,207,2060,State-funded primary,431,211,220,49.0%,51.0%,16,3.7%,44,10.2%,261,170,0,60.6%,39.4%,0.0%,45,49,401,12.2%
100481,207,2121,State-funded primary,464,218,246,47.0%,53.0%,9,1.9%,56,12.1%,276,188,0,59.5%,40.5%,0.0%,116,115,418,27.5%
100482,207,2229,State-funded primary,417,212,205,50.8%,49.2%,25,6.0%,66,15.8%,335,82,0,80.3%,19.7%,0.0%,41,43,417,10.3%
100483,207,2399,State-funded primary,408,196,212,48.0%,52.0%,28,6.9%,37,9.1%,201,207,0,49.3%,50.7%,0.0%,129,125,353,35.4%
100485,207,2452,State-funded primary,249,126,123,50.6%,49.4%,16,6.4%,22,8.8%,93,154,2,37.3%,61.8%,0.8%,135,123,221,55.7%
100486,207,2456,State-funded primary,180,87,93,48.3%,51.7%,7,3.9%,12,6.7%,87,93,0,48.3%,51.7%,0.0%,77,73,157,46.5%
100487,207,2538,State-funded primary,321,146,175,45.5%,54.5%,13,4.0%,86,26.8%,221,100,0,68.8%,31.2%,0.0%,166,173,321,53.9%
100488,207,2594,State-funded primary,236,116,120,49.2%,50.8%,10,4.2%,36,15.3%,114,122,0,48.3%,51.7%,0.0%,88,81,210,38.6%
100489,207,3321,State-funded primary,203,107,96,52.7%,47.3%,16,7.9%,25,12.3%,43,160,0,21.2%,78.8%,0.0%,29,32,203,15.8%
100490,207,3356,State-funded primary,188,100,88,53.2%,46.8%,16,8.5%,28,14.9%,39,149,0,20.7%,79.3%,0.0%,61,64,188,34.0%
100491,207,3379,State-funded primary,211,91,120,43.1%,56.9%,5,2.4%,27,12.8%,86,125,0,40.8%,59.2%,0.0%,16,18,211,8.5%
100492,207,3402,State-funded primary,201,108,93,53.7%,46.3%,14,7.0%,30,14.9%,120,80,1,59.7%,39.8%,0.5%,98,89,178,50.0%
100493,207,3417,State-funded primary,183,82,101,44.8%,55.2%,6,3.3%,18,9.8%,73,110,0,39.9%,60.1%,0.0%,35,35,183,19.1%
100494,207,3437,State-funded primary,183,94,89,51.4%,48.6%,4,2.2%,29,15.8%,39,144,0,21.3%,78.7%,0.0%,82,84,170,49.4%
100495,207,3455,State-funded primary,159,76,83,47.8%,52.2%,7,4.4%,27,17.0%,97,62,0,61.0%,39.0%,0.0%,70,66,150,44.0%
100497,207,3504,State-funded primary,175,91,84,52.0%,48.0%,5,2.9%,14,8.0%,108,66,1,61.7%,37.7%,0.6%,25,26,175,14.9%
100498,207,3541,State-funded primary,156,68,88,43.6%,56.4%,3,1.9%,23,14.7%,126,30,0,80.8%,19.2%,0.0%,46,46,125,36.8%
100499,207,3542,State-funded primary,213,106,107,49.8%,50.2%,12,5.6%,29,13.6%,99,114,0,46.5%,53.5%,0.0%,114,103,192,53.6%
100500,207,3613,State-funded primary,210,104,106,49.5%,50.5%,13,6.2%,21,10.0%,67,140,3,31.9%,66.7%,1.4%,48,48,192,25.0%
100502,207,4681,State-funded secondary,637,255,382,40.0%,60.0%,20,3.1%,66,10.4%,365,262,10,57.3%,41.1%,1.6%,199,222,637,34.9%
100503,207,4801,State-funded secondary,797,367,430,46.0%,54.0%,48,6.0%,140,17.6%,453,344,0,56.8%,43.2%,0.0%,321,340,797,42.7%
100504,207,5200,State-funded primary,181,98,83,54.1%,45.9%,4,2.2%,14,7.7%,126,55,0,69.6%,30.4%,0.0%,18,18,181,9.9%
100505,207,5201,State-funded primary,235,116,119,49.4%,50.6%,10,4.3%,29,12.3%,89,146,0,37.9%,62.1%,0.0%,108,106,221,48.0%
100507,207,6003,Independent school,74,42,32,56.8%,43.2%,0,0.0%,9,12.2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100508,207,6004,Independent school,288,288,0,100.0%,0.0%,0,0.0%,20,6.9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100509,205,6392,Independent school,293,293,0,100.0%,0.0%,0,0.0%,10,3.4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100510,207,6025,Independent school,218,143,75,65.6%,34.4%,0,0.0%,23,10.6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100511,207,6026,Independent school,491,491,0,100.0%,0.0%,0,0.0%,124,25.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100513,207,6095,Independent school,117,48,69,41.0%,59.0%,23,19.7%,2,1.7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100514,207,6096,Independent school,187,0,187,0.0%,100.0%,1,0.5%,37,19.8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100516,207,6104,Independent school,74,0,74,0.0%,100.0%,0,0.0%,8,10.8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100518,207,6188,Independent school,482,175,307,36.3%,63.7%,2,0.4%,73,15.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100519,207,6189,Independent school,358,0,358,0.0%,100.0%,0,0.0%,100,27.9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100520,207,6193,Independent school,356,195,161,54.8%,45.2%,0,0.0%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100521,207,6202,Independent school,138,138,0,100.0%,0.0%,2,1.4%,70,50.7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100522,207,6213,Independent school,484,270,214,55.8%,44.2%,0,0.0%,33,6.8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100523,313,6071,Independent school,81,12,69,14.8%,85.2%,2,2.5%,4,4.9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100527,205,6399,Independent school,264,264,0,100.0%,0.0%,0,0.0%,69,26.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100528,936,6016,Independent school,384,0,384,0.0%,100.0%,4,1.0%,117,30.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100529,208,6004,Independent school,373,170,203,45.6%,54.4%,3,0.8%,60,16.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100530,212,6401,Independent school,751,348,403,46.3%,53.7%,0,0.0%,132,17.6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100531,207,6303,Independent school,441,441,0,100.0%,0.0%,0,0.0%,25,5.7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100532,207,6305,Independent school,404,200,204,49.5%,50.5%,0,0.0%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100533,207,6316,Independent school,380,189,191,49.7%,50.3%,1,0.3%,47,12.4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100534,207,6317,Independent school,376,198,178,52.7%,47.3%,0,0.0%,84,22.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100536,213,6389,Independent school,247,101,146,40.9%,59.1%,0,0.0%,52,21.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100537,207,6348,Independent school,250,115,135,46.0%,54.0%,0,0.0%,87,34.8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100538,207,6350,Independent school,50,23,27,46.0%,54.0%,1,2.0%,14,28.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100539,207,6362,Independent school,160,90,70,56.3%,43.8%,8,5.0%,109,68.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100540,207,6363,Independent school,546,271,275,49.6%,50.4%,5,0.9%,157,28.8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100541,213,6386,Independent school,222,82,140,36.9%,63.1%,10,4.5%,69,31.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100542,207,6383,Independent school,173,90,83,52.0%,48.0%,34,19.7%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100543,213,6390,Independent school,134,69,65,51.5%,48.5%,0,0.0%,17,12.7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100544,201,6000,Independent school,365,163,202,44.7%,55.3%,0,0.0%,58,15.9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100545,207,6387,Independent school,142,63,79,44.4%,55.6%,1,0.7%,2,1.4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100547,207,6391,Independent school,3440,1728,1712,50.2%,49.8%,0,0.0%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100550,208,1027,State-funded nursery,77,35,42,45.5%,54.5%,4,5.2%,26,33.8%,33,44,0,42.9%,57.1%,0.0%,32,0,0,0.0%
100551,208,1043,State-funded nursery,90,34,56,37.8%,62.2%,1,1.1%,13,14.4%,36,54,0,40.0%,60.0%,0.0%,21,0,0,0.0%
100552,208,1049,State-funded nursery,91,53,38,58.2%,41.8%,1,1.1%,8,8.8%,44,47,0,48.4%,51.6%,0.0%,35,0,0,0.0%
100553,208,1055,State-funded nursery,103,53,50,51.5%,48.5%,0,0.0%,25,24.3%,62,41,0,60.2%,39.8%,0.0%,41,0,0,0.0%
100554,208,1058,State-funded nursery,115,64,51,55.7%,44.3%,2,1.7%,24,20.9%,56,58,1,48.7%,50.4%,0.9%,25,0,0,0.0%
100556,208,2022,State-funded primary,221,126,95,57.0%,43.0%,6,2.7%,30,13.6%,86,134,1,38.9%,60.6%,0.5%,80,78,199,39.2%
100560,208,2115,State-funded primary,409,196,213,47.9%,52.1%,11,2.7%,56,13.7%,141,268,0,34.5%,65.5%,0.0%,175,172,385,44.7%
100564,208,2265,State-funded primary,640,333,307,52.0%,48.0%,15,2.3%,57,8.9%,363,272,5,56.7%,42.5%,0.8%,329,303,586,51.7%
100566,208,2292,State-funded primary,386,187,199,48.4%,51.6%,11,2.8%,39,10.1%,128,258,0,33.2%,66.8%,0.0%,150,142,348,40.8%
100567,208,2295,State-funded primary,790,389,401,49.2%,50.8%,18,2.3%,16,2.0%,365,425,0,46.2%,53.8%,0.0%,128,131,731,17.9%
100572,208,2331,State-funded primary,323,156,167,48.3%,51.7%,10,3.1%,25,7.7%,91,231,1,28.2%,71.5%,0.3%,104,119,302,39.4%
100574,208,2359,State-funded primary,519,254,265,48.9%,51.1%,9,1.7%,126,24.3%,195,323,1,37.6%,62.2%,0.2%,222,223,487,45.8%
100576,208,2371,State-funded primary,326,154,172,47.2%,52.8%,64,19.6%,87,26.7%,228,98,0,69.9%,30.1%,0.0%,174,160,288,55.6%
100577,208,2459,State-funded primary,501,242,259,48.3%,51.7%,13,2.6%,75,15.0%,162,339,0,32.3%,67.7%,0.0%,94,107,474,22.6%
100578,208,2504,State-funded primary,274,130,144,47.4%,52.6%,12,4.4%,50,18.2%,150,124,0,54.7%,45.3%,0.0%,122,120,251,47.8%
